,mu11,mu21,mu22,mu31,mu41,mu42,sigma11,sigma12,sigma13,sigma14,sigma21,sigma22,sigma23,sigma24,sigma31,sigma32,sigma33,sigma34,sigma41,sigma42,sigma43,sigma44,time,loss
273,0.75836304,1.61820707,2.41640785,0.79678758,1.48770915,1.76088072,0.36513594,0.09284587,0.09024064,0.33654912,0.42254981,0.19317649,0.75872001,0.64217564,0.09740895,0.35142619,0.1806287,0.04084071,0.39811916,0.76756707,0.73103111,0.58261238,75306.0,1739.785029096521
274,0.54379251,1.93083355,2.21617376,0.60807791,1.99524342,2.33097524,0.3769063,0.04048059,0.0588854,0.24694305,0.26628096,0.1619116,0.33359742,0.41254866,0.02062589,0.3154033,0.22748827,0.13151046,0.46801761,0.37953382,0.21726141,0.25253455,9555.0,1533.7948882345504
275,0.49914157,1.63533223,1.55744602,0.78381399,1.72860388,1.31863765,0.28953759,0.01398537,0.14645368,0.04136206,0.28924249,0.12413492,0.48915053,0.11297705,0.02584702,0.23007177,0.08815361,0.16179362,0.11988773,0.86375788,0.4782135,0.48155649,75777.0,1568.2283462347705
276,0.83754858,2.00097827,1.78317904,0.7947255,2.04386574,1.46634903,0.23682514,0.050553,0.07096205,0.20685962,0.34264332,0.26804447,0.4343946,0.60647719,0.05417829,0.16065295,0.23679238,0.02006153,0.1873662,0.23055172,0.35918802,0.4012168,74855.0,1573.242612971393
277,1.00327822,2.02850546,1.36711767,0.50381606,1.70353246,1.37379453,0.20391465,0.06121699,0.07952406,0.14326559,0.25649601,0.54104204,0.48085933,0.3253585,0.06589838,0.25338458,0.24925196,0.02784985,0.34819349,0.07851035,0.71321396,0.26155005,74102.0,1642.2359099786925
278,0.78098306,1.81422761,1.63378906,0.42762638,1.72239215,1.35151777,0.30205955,0.09286678,0.05832588,0.06344179,0.57451352,0.18012302,0.40300019,0.28868148,0.03377286,0.21439486,0.17134219,0.13998849,0.42221517,0.29974757,0.44293466,0.10015582,4112.0,1590.4118604763466
279,0.90903734,1.8397578,1.22992591,0.49200496,1.45987219,1.19437714,0.2013329,0.09540698,0.11563132,0.0189819,0.78332865,0.09206092,0.19237796,0.26463373,0.00866263,0.23808651,0.1438281,0.24268366,0.38375306,0.10952073,0.4283625,0.34264402,72289.0,1612.3639246157184
280,0.81224436,2.1965424,1.38331984,0.8653245,1.69631359,1.50920971,0.25044276,0.0324841,0.0792707,0.11587225,0.42600697,0.4361422,0.22865342,0.4818493,0.04365558,0.2438965,0.15640337,0.06543613,0.33566688,0.5065253,0.22527755,0.22255652,20302.0,1590.47737666016
281,0.73765084,1.89007255,1.33587511,0.62770006,0.9484276,1.42383654,0.2073196,0.16014022,0.11541009,0.14170607,0.14726011,0.23660819,0.48149311,0.17810146,0.4128501,0.2464314,0.27366907,0.31581172,0.4341147,0.56271984,0.22837238,0.53189104,20193.0,1885.6574707385728
282,0.66542116,1.67239306,1.12852436,0.78056319,2.0003134,1.43528795,0.25920188,0.07398598,0.11934455,0.05651425,0.45910817,0.43553222,0.28399353,0.41269155,0.00927011,0.19247142,0.082779,0.21434283,0.51771494,0.47732267,0.64050127,0.68425033,20372.0,1651.833281896859
283,0.74457519,1.75225132,1.73818307,0.78101312,1.58186007,1.18257564,0.33800572,0.13488468,0.07116689,0.05523539,0.46008015,0.09212777,0.5330224,0.36146119,0.0145802,0.20564207,0.16794493,0.16686756,0.11261539,0.4823837,0.41902989,0.71784276,20710.0,1620.2315714514923
284,0.49776629,1.2240944,0.65518973,0.83654079,0.98795217,6.8668993,0.01219229,0.07340084,0.1571377,0.20732605,0.25484618,0.3514173,0.17018995,0.25743673,0.91766921,0.44876367,0.41981632,0.28451793,0.50625264,0.69895702,0.21636278,0.56365845,49849.0,1675.3859232893951
285,0.94112524,2.9587845,3.09874198,0.62205271,0.50169417,2.36527044,0.26958627,0.07880081,0.16374277,0.17191948,0.71056165,0.27061818,0.57414031,0.67160383,0.41110268,0.3582509,0.43399099,0.19396469,0.56509944,0.25226648,0.48064895,0.39333904,31202.0,1788.404465049922
286,0.71367712,1.69006031,0.91281984,0.77482741,1.02549312,1.38196558,0.27011004,0.03451598,0.02848252,0.08898932,0.23313307,0.45037258,0.51157512,0.25509805,0.47243567,0.3426085,0.16040358,0.36713509,0.38167446,0.21311803,0.3560356,0.17006286,20885.0,1878.334345233304
287,0.70471512,1.19530788,1.017153,1.45326197,1.77128512,1.27531585,0.22159868,0.02647828,0.22470326,0.21267927,0.2191716,0.50385653,0.12529419,0.56758298,0.17431317,0.26525537,0.08722678,0.16415848,0.28840397,0.51574629,0.26718925,0.2787006,21417.0,1826.8428948266976
288,0.75756108,1.5859299,1.45563497,0.51534141,1.2771751,1.01646772,0.33774361,0.07607521,0.1115678,0.11713938,0.76104175,0.49121966,0.74066842,0.59705726,0.04473833,0.25454475,0.19245885,0.23339595,0.23404589,0.06986213,0.22011815,0.4588648,19462.0,1703.715646320204
289,0.97963193,2.18613961,1.32649913,0.59072948,1.81251381,1.21533049,0.25450407,0.0179003,0.06813574,0.04945842,0.45787254,0.44836582,0.22869755,0.25556408,0.02821395,0.09632337,0.19785619,0.17488319,0.43697182,0.11065608,0.254868,0.30596497,29345.0,1517.898151023858
290,0.79026172,1.61808349,0.91240068,1.00971498,1.66732634,1.3801432,0.25060049,0.09766612,0.0662689,0.03042411,0.38360508,0.31200244,0.36926517,0.27218765,0.11431372,0.31681068,0.16076214,0.26620844,0.24662105,0.45338759,0.23770819,0.41468601,20771.0,1713.1543614246918
291,0.71591671,1.98415306,2.00191723,0.47943541,1.21178085,0.99859388,0.38618251,0.17895521,0.05726975,0.02298875,0.08312934,0.3996404,0.50966258,0.37282817,0.03455305,0.2888225,0.18233352,0.21875267,0.47221215,0.45906024,0.21121954,0.47822633,21177.0,1644.824839126315
292,0.79329742,1.60444319,0.74596652,0.99647239,1.61803365,0.91567325,0.20809051,0.0505085,0.09521189,0.13488145,0.22933199,0.18110997,0.34343591,0.10978876,0.02013826,0.28237894,0.11739633,0.084136,0.43672177,0.87455924,0.43780448,0.43279816,20601.0,1666.965772978128
293,0.73226075,2.05443744,1.58020588,0.57570333,1.89644883,1.86896302,0.27934624,0.10343653,0.01599974,0.07510527,0.11896484,0.48123503,0.43065262,0.05624941,0.02018138,0.34758966,0.06066549,0.1499659,0.41143706,0.77648296,0.4216304,0.49521369,20769.0,1578.388467324986
294,0.66192115,1.6263104,1.32940777,0.72997938,1.64936997,1.22168622,0.30826773,0.13393393,0.07653505,0.03881807,0.45932522,0.19274839,0.42862241,0.17332871,0.00953035,0.08984998,0.20412104,0.22602287,0.74704507,0.50512583,0.34224757,0.43673816,18014.0,1602.0671630756497
295,0.68263451,1.99121939,1.50333233,0.80003239,1.63300978,1.4934599,0.29424337,0.04929076,0.08534555,0.02132653,0.50237386,0.12784998,0.30258528,0.47212825,0.03978455,0.26521961,0.0796295,0.20117772,0.42639217,0.07648172,0.08843034,0.44446514,16335.0,1551.9257405613712
296,0.6421724,1.98862227,1.80314875,0.80015457,1.31668233,0.95632629,0.29911722,0.03808018,0.09520476,0.1716425,0.6025715,0.29248308,0.25166371,0.66381733,0.0643303,0.25972539,0.19050754,0.04075586,0.09067514,0.53710943,0.45160305,0.20002586,19411.0,1610.665659637734
297,0.81637112,2.06807413,1.93004003,0.34262375,1.05761685,2.79990409,0.22398951,0.22688524,0.07002743,0.08606308,0.48304746,0.48621123,0.35718395,0.3821287,0.01774501,0.16106972,0.69764276,0.4877263,0.52700033,0.42539515,0.49025063,0.41251507,28734.0,1644.8448035568274
298,0.49783411,1.46005849,1.25527451,1.02354211,1.23606799,0.96966243,0.22020473,0.21139129,0.32595291,0.15414321,0.42524767,0.06631159,0.42394831,0.50452792,0.07451236,0.20050898,0.1543885,0.32604508,0.69472361,0.9371597,0.13174112,0.58360292,18529.0,1956.976431376493
299,0.79524379,1.59599954,1.39429231,0.78909653,1.59892434,1.13396545,0.27902793,0.02356619,0.19898937,0.01766621,0.51455416,0.54022742,0.30373382,0.56207097,0.08171256,0.27196428,0.10719511,0.18875136,0.37262695,0.48843065,0.37552996,0.20244056,18823.0,1644.4997940238156
300,0.43559203,1.63490791,1.61300965,0.79697595,1.84207277,1.37881177,0.34498861,0.0949735,0.08200477,0.10501658,0.31736803,0.61344738,0.48469947,0.43983848,0.01321252,0.21619743,0.18903424,0.06557346,0.43730953,0.75941997,0.46028306,0.54334792,20014.0,1622.819337500437
301,0.40646924,2.23356392,4.31516999,1.05741224,2.0745966,3.3119174,0.492679,0.16687212,0.20105685,0.14962635,0.33896783,0.19236151,0.02981218,0.45958203,0.0343754,0.36317321,0.09876396,0.17926205,0.6605369,0.87922673,0.86337969,0.62263703,39021.0,1605.208707100878
302,0.84551396,1.89696381,1.49518258,0.84567063,1.2939383,2.35614558,0.14763531,0.03552893,0.1388899,0.07988661,0.49000362,0.1432867,0.43437216,0.2657538,0.0299772,0.3603715,0.39186487,0.11294559,0.37442779,0.78286825,0.71827097,0.5775732,19765.0,1710.4917347889502
303,0.79598512,1.9782278,1.45479041,0.78002668,1.90999628,1.65660139,0.24590103,0.07092213,0.16339924,0.14365517,0.33950366,0.31829699,0.1481983,0.21768081,0.01820039,0.32118565,0.11534656,0.13323527,0.35038636,0.3593943,0.43200078,0.39642623,19239.0,1577.6233708438042
304,0.89437704,1.88636703,0.95221818,0.43563291,1.63803856,2.07688496,0.1775353,0.07284206,0.13384483,0.00932822,0.22596725,0.14949691,0.58494133,0.24284043,0.22401933,0.33383898,0.10930474,0.38280683,0.61112768,0.20549135,0.49938676,0.33874655,19875.0,1711.5392225797968
305,0.84045017,2.00000054,1.52101325,0.49775156,0.97652923,0.8162329,0.07830802,0.20480691,0.09080684,0.08658002,0.32497834,0.80586376,0.4047971,0.3215051,0.25170514,0.03311427,0.32136526,0.4255843,0.36561768,0.09550935,0.18189163,0.46865465,19622.0,1759.511005376778
306,0.49407697,1.43482366,1.35630962,0.78498051,1.81339174,0.9091241,0.32420588,0.08448482,0.10956893,0.24956864,0.35718424,0.2246743,0.35709654,0.78417322,0.01393926,0.19890438,0.17865158,0.00895877,0.09324191,0.31833238,0.39511725,0.79002274,19203.0,1690.0613735202612
307,1.00129325,1.67301617,1.47199402,0.78246557,1.26592596,0.92985715,0.22906965,0.32018246,0.06826082,0.24891021,0.7095956,0.42642742,0.44469348,0.75189942,0.14410879,0.13341919,0.40445033,0.39755765,0.40558398,0.60549934,0.17767726,0.56000941,18426.0,2158.5409278354077
308,0.65415367,1.43905021,0.99994682,0.17646416,1.16553567,1.45063709,0.1923723,0.03691998,0.22638156,0.08573082,0.37958058,0.26745586,0.10265717,0.2436279,0.30528215,0.47066744,0.01618687,0.24900571,0.59605277,0.30088085,0.57334501,0.47699353,18678.0,1718.3081119291355
309,0.94751574,0.81030641,1.96772438,0.72594457,0.89980963,1.64047061,0.40344218,0.34437372,0.47750582,0.22518205,0.53959928,0.81981097,0.50054249,0.70906243,0.504559,0.18348002,0.13753335,0.48310879,0.19251081,0.31918205,0.16092009,0.28150846,26448.0,1915.9496905158571
310,0.6469943,1.60502112,1.46575018,0.5500695,1.99944892,1.981156,0.30039221,0.04175878,0.07410905,0.15288952,0.1259802,0.43390054,0.30516561,0.1935009,0.17839477,0.33082302,0.24243866,0.08678003,0.1763474,0.24842284,0.70496897,0.60168581,17009.0,1674.9204444561483
311,0.62450943,1.86390171,1.71230532,0.80750897,0.9956393,2.90415174,0.26392483,0.08950451,0.23550443,0.14704737,0.38561573,0.42010059,0.23790255,0.42765601,0.4050622,0.56050194,0.18209505,0.15767297,0.52778268,0.47712438,0.83870102,0.98508577,22014.0,1838.42951322012
312,0.84228692,1.72912586,0.84952798,0.3982241,1.61338728,1.38207673,0.24624,0.06820688,0.03393324,0.02497949,0.26588363,0.11566818,0.44755411,0.43889442,0.03035143,0.22646098,0.27753877,0.09893921,0.44083288,0.21892751,0.61708616,0.36901428,20902.0,1616.2149739190168
313,0.79850821,2.100787,1.16562554,0.83600044,1.90176223,1.57007334,0.27161006,0.06684339,0.05089519,0.05627824,0.51217317,0.18387466,0.2452379,0.37758236,0.03632805,0.18154703,0.23083224,0.21699986,0.16805156,0.31621836,0.67502841,0.75122152,19968.0,1637.3699917180445
314,0.49347348,1.20773004,1.26497111,0.68543663,1.08220453,1.38484243,0.37513331,0.11378974,0.0653023,0.06019003,0.49438781,0.32678289,0.38803079,0.45680578,0.16056831,0.2653459,0.26137484,0.4229665,0.54005305,0.53574602,0.36034306,0.44992702,27094.0,1746.4502889679409
315,0.71633006,1.61058931,2.26319597,0.89062248,2.0111375,1.38270094,0.4144062,0.31852249,0.07654809,0.0717162,0.39264201,0.28496071,0.59546912,0.56585608,0.01595057,0.08497501,0.23566633,0.16476626,0.59361739,0.94001887,0.48401131,0.30141641,26957.0,1674.06034957103
316,0.6206001,1.54183715,1.41662337,0.70077811,1.86943531,2.50774632,0.16570025,0.02452908,0.20970073,0.33569743,0.44429962,0.18400776,0.17411733,0.44233738,0.39207263,0.12590342,0.06519514,0.03729674,0.29821917,0.43883486,0.63390886,0.66161733,25991.0,1635.4775677697469
317,1.23279139,1.9148457,1.14844243,0.32238095,1.35509691,2.45337369,0.25230642,0.02963629,0.11933269,0.03822842,0.28831898,0.39045687,0.21353841,0.17296905,0.21172628,0.3745871,0.23762283,0.47977631,0.40904764,0.54731308,0.28371784,0.52450958,26653.0,1668.8242025637278
318,0.52617693,0.88703428,1.52737093,0.93246372,1.77811511,2.09649045,0.42214876,0.25533638,0.14761125,0.2702365,0.69454618,0.42490159,0.52343043,0.74144472,0.1741508,0.25548432,0.2878504,0.12613027,0.7028639,0.79521475,0.07660372,0.73451734,19553.0,1906.1680437051575
319,0.50199064,1.79360624,0.9693648,0.67961516,1.61700591,1.44199101,0.25457903,0.0576622,0.04818031,0.07792016,0.40272099,0.23914516,0.29395454,0.04868648,0.05362435,0.31205232,0.17307462,0.18411981,0.21269386,0.50492608,0.41437633,0.45433829,19977.0,1615.7073702216076
320,0.34004112,1.49710631,2.7046358,0.78483165,1.40591592,1.29711497,0.46651208,0.12957163,0.37372851,0.42269694,0.12371086,0.46984612,0.58780707,0.15694609,0.14162467,0.42496734,0.10557481,0.03711986,0.64762446,0.52665799,0.34872241,0.53047878,26530.0,1763.0509527133815
321,0.51942121,1.92357021,1.41274586,0.7349246,1.41629627,1.72440289,0.26002737,0.06627605,0.05404484,0.07763309,0.29664255,0.31457676,0.53408475,0.2502393,0.08831992,0.33205312,0.2731601,0.22329034,0.73870508,0.23584178,0.3822754,0.35132915,19844.0,1627.4415223252597
322,0.73288304,1.9084893,1.63972304,1.0063672,0.83594163,1.4936846,0.31755745,0.04926996,0.13272165,0.07733694,0.29801197,0.72903317,0.35633561,0.33220622,0.05896185,0.54260733,0.3913939,0.40648876,0.44584886,0.47716606,0.41449115,0.27382855,27393.0,1770.879627694843
323,0.82737381,1.61998283,1.25064796,0.80343218,1.96254903,1.59923154,0.1946531,0.06805909,0.14995387,0.12007771,0.27752361,0.39300057,0.38675929,0.34389986,0.05512646,0.2668701,0.17653163,0.04201752,0.83499537,0.30440974,0.43397758,0.5219828,20255.0,1663.2966530632034
324,0.79937425,1.61840964,1.2915524,0.89439263,1.60647927,1.28535253,0.08865705,0.03286344,0.29036334,0.07892611,0.20434744,0.20764571,0.55654114,0.41147985,0.19741127,0.20341317,0.01071108,0.09347272,0.48818531,0.72423362,0.41025972,0.48956647,27076.0,1579.1668832274547
325,0.27853506,1.49579415,3.19628842,0.60122185,1.5028619,1.08503828,0.53432156,0.04852164,0.43821985,0.45785242,0.11482196,0.12925192,0.26734685,0.11456749,0.08520533,0.26410614,0.17943018,0.14436996,0.48000009,0.42619513,0.32975523,0.32818331,26742.0,1687.0648422291413
326,0.536823,1.50642521,1.56002738,0.45837953,1.69092801,1.33311132,0.34378368,0.04576054,0.27660454,0.01570851,0.18323671,0.52485453,0.50716433,0.60972521,0.05882382,0.33179902,0.10319956,0.10857524,0.48669342,0.25018053,0.50991355,0.30669666,19516.0,1669.22074308625
327,0.72392572,1.80849111,1.08723035,0.4829537,1.20382699,1.11321793,0.23191598,0.11881799,0.02642339,0.048691,0.41949778,0.43417321,0.41165242,0.17188747,0.05707595,0.36126458,0.34947673,0.26209261,0.15391119,0.45444484,0.45411205,0.50446107,20128.0,1741.478670189235
328,0.75611816,1.98497472,1.39876951,0.79154907,2.02378736,1.8729545,0.2454669,0.04428673,0.03208061,0.09891928,0.42995799,0.41666556,0.40673435,0.15244257,0.04898118,0.24278826,0.18852536,0.15215559,0.36293844,0.44101585,0.5202645,0.79891378,18173.0,1590.330290324206
329,0.59457575,1.47863868,1.14930655,0.97860841,1.85158086,1.15258542,0.19789709,0.06954555,0.1831546,0.13058339,0.47870354,0.55233139,0.60039061,0.11451895,0.0103299,0.17060623,0.00995133,0.20151276,0.31021655,0.37308666,0.23410854,0.36458537,17382.0,1632.934842954744
330,0.62245175,2.38037646,2.28942826,0.43719253,1.73401866,1.21920408,0.31832864,0.07044759,0.14585761,0.07451767,0.36725084,0.68282167,0.4007934,0.52794524,0.0102128,0.2607191,0.07750171,0.12942715,0.38383229,0.80099771,0.1202123,0.38567878,17900.0,1624.7465202967958
331,0.91058767,1.49674579,2.53073852,0.98244397,-0.3063017,1.77572718,0.42912827,0.15500865,0.21723935,0.22344318,0.56005765,0.67246749,0.38515545,0.33505354,0.46736464,0.29402445,0.50358978,0.32101356,0.59345935,0.46139317,0.2447913,0.57188023,26400.0,1866.2142620215727
332,0.78979738,1.90879344,2.05572806,0.77600708,1.56514988,0.86899387,0.19145545,0.22100118,0.42526906,0.06168098,0.46578672,0.27541239,0.37755446,0.46438364,0.06306261,0.03536796,0.15284786,0.28917985,0.25257071,0.38667919,0.17544715,0.17477536,18169.0,1712.6165288335285
333,0.75170208,2.05494052,2.50357315,0.75203246,1.70686167,1.07184154,0.31147976,0.0693361,0.18846076,0.23064168,0.43450663,0.51150252,0.79598148,0.48774103,0.05050319,0.29088344,0.09682927,0.12302254,0.49179004,0.22347868,0.25024143,0.50710535,17237.0,1672.3057521150913
334,0.70716556,1.76471077,1.90034497,1.16978123,2.0,0.99978845,0.25401679,0.02823679,0.12842456,0.20649399,0.53170932,0.53132744,0.22188528,0.04299625,0.06538759,0.22161662,0.03058078,0.07069387,0.44433161,0.34979229,0.72459904,0.70036394,18163.0,1644.175214480113
335,0.76098916,1.84631259,1.76370166,0.51715638,0.99260904,1.25778396,0.10715999,0.17345433,0.20329014,0.17838448,0.31003699,0.51339728,0.0908943,0.51694702,0.41950977,0.05843901,0.03546649,0.41956091,0.28617733,0.34920265,0.48149471,0.20772853,16860.0,1719.3561608702878
336,1.3395332,1.5352302,2.28485221,0.26848385,1.0634571,0.9932247,0.43577431,0.05786858,0.43570563,0.2986541,0.195389,0.57068388,0.48235198,0.34545936,0.16645783,0.31573667,0.03052743,0.29196442,0.33515781,0.58105908,0.27171675,0.40710975,17435.0,1863.2700796144013
337,0.56720157,1.67042222,2.0617895,0.56817763,0.08577655,2.54457385,0.34483018,0.2531938,0.19746063,0.27539789,0.53590846,0.26989811,0.68792446,0.2038218,0.37851236,0.4801944,0.40300107,0.41773794,0.55962814,0.50732371,0.47537234,0.46783787,24834.0,1805.5772501130325
338,0.76824628,1.7100625,1.03438471,0.84633857,1.30342776,2.03361415,0.13078711,0.00318636,0.15825749,0.12251386,0.18231747,0.33495781,0.36391207,0.40769991,0.35830026,0.43841061,0.20069792,0.42731193,0.32546254,0.51651583,0.49158089,0.43511388,17239.0,1811.2240777045288
339,0.64010363,1.57387109,1.5914222,0.36511487,1.27573414,1.99831815,0.43817664,0.15083288,0.22467861,0.08690225,0.38779799,0.31358587,0.14882855,0.50883504,0.10732846,0.47867493,0.23762145,0.14984835,0.11329826,0.3953992,0.77935684,0.48511976,25608.0,1737.0301264955374
340,0.69491439,1.74197846,1.3713643,0.88861133,2.02150266,1.33288911,0.28291266,0.10750489,0.02898015,0.11148398,0.4325449,0.52899623,0.33913722,0.26896695,0.05458482,0.20417485,0.10969414,0.04649411,0.52139596,0.27653849,0.37836935,0.27055191,17725.0,1620.94451929788
341,0.68915013,2.09582847,1.90351791,0.35139702,1.16033511,2.26618382,0.29830783,0.06729957,0.13277737,0.10869182,0.32749027,0.22925823,0.24681256,0.24695134,0.047284,0.4793529,0.23255476,0.38429858,0.25183549,0.37113042,0.31593683,0.44907318,33522.0,1550.0964389770122
342,0.49655571,2.14675196,2.15209616,0.52345491,2.05531257,2.00267421,0.30555558,0.04927193,0.06032877,0.11492612,0.40895486,0.54586524,0.26418703,0.11097951,0.04072057,0.26053715,0.23313409,0.18265108,0.56730752,0.48952177,0.30811773,0.73635917,25873.0,1599.6216927123278
343,0.52013923,1.92571371,1.72688931,0.82815911,1.79398993,1.66303984,0.25444889,0.08920933,0.04679231,0.12071978,0.31627709,0.41331845,0.55849719,0.48344787,0.03607115,0.17682081,0.26043126,0.10345676,0.48616084,0.52302845,0.40726834,0.51179519,16791.0,1603.9484530000557
